1|2|1|The Pragmatic Programmer|2026-06-05|2026-06-05|1|0.000000|0.000000
2|2|6|The Hobbit|2026-06-05|2026-06-05|1|0.000000|0.000000
3|2|7|Sapiens|2026-06-05|2026-06-05|1|0.000000|0.000000
4|3|2|Clean Code|2026-06-05|2026-06-05|1|0.000000|0.000000
5|3|7|Sapiens|2026-06-05|2026-06-05|1|0.000000|0.000000
6|3|9|Harry Potter PS|2026-06-05|2026-06-05|1|0.000000|0.000000
7|3|4|1984|2026-06-05|2026-06-05|1|0.000000|0.000000
8|3|6|The Hobbit|2026-06-05|2026-06-05|1|0.000000|0.000000
9|2|7|Sapiens|2026-06-05|2026-06-05|1|0.000000|0.000000
10|3|1|The Pragmatic Programmer|2026-06-06|2026-06-07|1|0.000000|0.000000
11|3|2|Clean Code|2026-06-07||0|0.000000|0.000000
12|3|7|Sapiens|2026-06-07||0|0.000000|0.000000
13|3|12|KI OBOSTHA|2026-06-21||0|0.000000|0.000000
14|5|1|The Pragmatic Programmer|2026-05-01|2026-06-08|1|330.000000|330.000000
15|5|12|KI OBOSTHA|2026-06-08|2026-06-08|1|0.000000|0.000000
16|5|5|Dune|2026-06-08|2026-06-08|1|0.000000|0.000000
17|5|1|The Pragmatic Programmer|2026-05-08|2026-06-08|1|225.000000|225.000000
18|5|2|Clean Code|2026-05-08|2026-06-08|1|225.000000|225.000000
19|5|6|The Hobbit|2026-05-08|2026-06-08|1|225.000000|225.000000
20|5|8|Thinking Fast and Slow|2026-06-08|2026-06-08|1|0.000000|0.000000
21|5|1|The Pragmatic Programmer|2026-05-08|2026-06-08|1|225.000000|225.000000
22|5|2|Clean Code|2026-05-08|2026-06-08|1|225.000000|225.000000
23|5|3|Introduction to Algorithms|2026-05-08|2026-06-08|1|225.000000|225.000000
24|5|1|The Pragmatic Programmer|2026-05-08|2026-06-08|1|225.000000|225.000000
25|5|2|Clean Code|2026-05-08|2026-06-08|1|225.000000|225.000000
26|5|3|Introduction to Algorithms|2026-05-08|2026-06-08|1|225.000000|225.000000
27|5|1|The Pragmatic Programmer|2026-05-08|2026-06-09|1|240.000000|240.000000
28|5|2|Clean Code|2026-05-08|2026-06-09|1|240.000000|240.000000
29|5|3|Introduction to Algorithms|2026-05-05|2026-06-09|1|285.000000|285.000000
