1|The Pragmatic Programmer|Hunt & Thomas|Programming|1999|3|2
2|Clean Code|Robert C. Martin|Programming|2008|2|2
3|Introduction to Algorithms|CLRS|Science|2009|4|4
4|1984|George Orwell|Fiction|1949|5|5
5|Dune|Frank Herbert|Science Fiction|1965|3|3
6|The Hobbit|J.R.R. Tolkien|Fantasy|1937|4|4
7|Sapiens|Yuval Noah Harari|History|2011|3|3
8|Thinking Fast and Slow|Daniel Kahneman|Non-Fiction|2011|2|2
9|Harry Potter PS|J.K. Rowling|Fantasy|1997|5|5
10|The Great Gatsby|F. Scott Fitzgerald|Fiction|1925|3|3
11|hfghgf|dfgdfg|ghjghj|0|1876634528|1876634528
12||||0|1876634528|1876634528
13||||0|1876634528|1876634528
14||||0|1876634528|1876634528
15||||0|1876634528|1876634528
16||||0|1876634528|1876634528
17||||0|1876634528|1876634528
18||||0|1876634528|1876634528
19||||0|1876634528|1876634528
20||||0|1876634528|1876634528
21||||0|1876634528|1876634528
22||||0|1876634528|1876634528
23||||0|1876634528|1876634528
24||||0|1876634528|1876634528
25||||0|1876634528|1876634528
26||||0|1876634528|1876634528
27||||0|1876634528|1876634528
28||||0|1876634528|1876634528
29||||0|1876634528|1876634528
30||||0|1876634528|1876634528
31||||0|1876634528|1876634528
32||||0|1876634528|1876634528
33||||0|1876634528|1876634528
34||||0|1876634528|1876634528
35||||0|1876634528|1876634528
36||||0|1876634528|1876634528
37||||0|1876634528|1876634528
38||||0|1876634528|1876634528
39||||0|1876634528|1876634528
40||||0|1876634528|1876634528
41||||0|1876634528|1876634528
42||||0|1876634528|1876634528
43||||0|1876634528|1876634528
44||||0|1876634528|1876634528
45||||0|1876634528|1876634528
46||||0|1876634528|1876634528
47||||0|1876634528|1876634528
48||||0|1876634528|1876634528
49||||0|1876634528|1876634528
50||||0|1876634528|1876634528
51||||0|1876634528|1876634528
52||||0|1876634528|1876634528
53||||0|1876634528|1876634528
54||||0|1876634528|1876634528
55||||0|1876634528|1876634528
56||||0|1876634528|1876634528
57||||0|1876634528|1876634528
58||||0|1876634528|1876634528
59||||0|1876634528|1876634528
60||||0|1876634528|1876634528
61||||0|1876634528|1876634528
62||||0|1876634528|1876634528
63||||0|1876634528|1876634528
64||||0|1876634528|1876634528
65||||0|1876634528|1876634528
66||||0|1876634528|1876634528
67||||0|1876634528|1876634528
68||||0|1876634528|1876634528
69||||0|1876634528|1876634528
70||||0|1876634528|1876634528
71||||0|1876634528|1876634528
72||||0|1876634528|1876634528
73||||0|1876634528|1876634528
74||||0|1876634528|1876634528
75||||0|1876634528|1876634528
76||||0|1876634528|1876634528
77||||0|1876634528|1876634528
78||||0|1876634528|1876634528
79||||0|1876634528|1876634528
80||||0|1876634528|1876634528
81||||0|1876634528|1876634528
82||||0|1876634528|1876634528
83||||0|1876634528|1876634528
84||||0|1876634528|1876634528
85||||0|1876634528|1876634528
86||||0|1876634528|1876634528
87||||0|1876634528|1876634528
88||||0|1876634528|1876634528
89||||0|1876634528|1876634528
90||||0|1876634528|1876634528
91||||0|1876634528|1876634528
92||||0|1876634528|1876634528
93||||0|1876634528|1876634528
94||||0|1876634528|1876634528
95||||0|1876634528|1876634528
96||||0|1876634528|1876634528
97||||0|1876634528|1876634528
98||||0|1876634528|1876634528
99||||0|1876634528|1876634528
100||||0|1876634528|1876634528
101||||0|1876634528|1876634528
102||||0|1876634528|1876634528
103||||0|1876634528|1876634528
104||||0|1876634528|1876634528
105||||0|1876634528|1876634528
106||||0|1876634528|1876634528
107||||0|1876634528|1876634528
108||||0|1876634528|1876634528
109||||0|1876634528|1876634528
110||||0|1876634528|1876634528
111||||0|1876634528|1876634528
112||||0|1876634528|1876634528
113||||0|1876634528|1876634528
114||||0|1876634528|1876634528
115||||0|1876634528|1876634528
116||||0|1876634528|1876634528
117||||0|1876634528|1876634528
118||||0|1876634528|1876634528
119||||0|1876634528|1876634528
120||||0|1876634528|1876634528
121||||0|1876634528|1876634528
122||||0|1876634528|1876634528
123||||0|1876634528|1876634528
124||||0|1876634528|1876634528
125||||0|1876634528|1876634528
126||||0|1876634528|1876634528
127||||0|1876634528|1876634528
128||||0|1876634528|1876634528
129||||0|1876634528|1876634528
130||||0|1876634528|1876634528
131||||0|1876634528|1876634528
132||||0|1876634528|1876634528
133||||0|1876634528|1876634528
134||||0|1876634528|1876634528
135||||0|1876634528|1876634528
136||||0|1876634528|1876634528
137||||0|1876634528|1876634528
138||||0|1876634528|1876634528
139||||0|1876634528|1876634528
140||||0|1876634528|1876634528
141||||0|1876634528|1876634528
142||||0|1876634528|1876634528
143||||0|1876634528|1876634528
144||||0|1876634528|1876634528
145||||0|1876634528|1876634528
146||||0|1876634528|1876634528
147||||0|1876634528|1876634528
148||||0|1876634528|1876634528
149||||0|1876634528|1876634528
150||||0|1876634528|1876634528
151||||0|1876634528|1876634528
152||||0|1876634528|1876634528
153||||0|1876634528|1876634528
154||||0|1876634528|1876634528
155||||0|1876634528|1876634528
156||||0|1876634528|1876634528
157||||0|1876634528|1876634528
158||||0|1876634528|1876634528
159||||0|1876634528|1876634528
